train/test on models/fasttext.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
2022-05-16 12:56:36,198[INFO]:zensols.deeplearn.batch.stash loaded batch 97 (test) in 0s
2022-05-16 12:56:36,201[INFO]:zensols.deeplearn.batch.stash loaded batch 98 (test) in 0s
2022-05-16 12:56:36,205[INFO]:zensols.deeplearn.batch.stash loaded batch 99 (test) in 0s
2022-05-16 12:56:36,208[INFO]:zensols.deeplearn.batch.stash loaded batch 100 (test) in 0s
2022-05-16 12:56:36,209[INFO]:zensols.deeplearn.batch.stash loaded batch 101 (test) in 0s
2022-05-16 12:56:36,221[INFO]:zensols.deeplearn.model.executor.status loaded 11 batches in 0s
2022-05-16 12:56:36,221[INFO]:zensols.deeplearn.model.executor.status train/test sets: 11
2022-05-16 12:56:36,746[INFO]:zensols.deeplearn.model.executor.status testing model <class 'zensols.deepnlp.layer.embrecurcrf.EmbeddedRecurrentCRF'> on cuda:0
2022-05-16 12:56:46,887[INFO]:zensols.deeplearn.model.executor.status executed test in 10s
2022-05-16 12:56:46,887[INFO]:zensols.deeplearn.model.executor.status deallocating 11 batches
2022-05-16 12:56:46,898[INFO]:zensols.deeplearn.model.facade tested in 10s
2022-05-16 12:56:47,818[INFO]:zensols.deeplearn.result.manager copying model data/model/bilstm-crf_tok-fasttext -> results/model/bilstm-crf_tok-fasttext-1.model
2022-05-16 12:56:47,985[INFO]:zensols.deeplearn.result.manager saving text results to results/model/bilstm-crf_tok-fasttext-1.txt
2022-05-16 12:57:12,978[INFO]:zensols.deeplearn.result.manager saving json results to results/model/bilstm-crf_tok-fasttext-1.json
2022-05-16 12:57:30,206[INFO]:zensols.deeplearn.result.plot saving results graph to results/model/bilstm-crf_tok-fasttext-1.png
Name: BiLSTM-CRF_tok fastText: 1
Run index: 2
Learning rate: 0.01
    train:
        started: 05/16/2022 07:35:21:145615
        ended: 05/16/2022 12:56:12:062160
        batches: 80
        ave data points per batch/total: 20.0/1598
        min/ave/max loss: 331.91795/2542.60090/14755.42603
    validation:
        started: 05/16/2022 07:42:09:690711
        ended: 05/16/2022 12:56:31:755682
        batches: 11
        ave data points per batch/total: 22580.0/248380
        converged/epochs: 21/45
        min/ave/max loss: 41.71777/7461.52174/17155.52734
        accuracy: 0.942 (234034/248380)
        micro: F1: 0.942, precision: 0.942, recall: 0.942
        macro: F1: 0.818, precision: 0.884, recall: 0.801
        weighted: F1: 0.939, precision: 0.942, recall: 0.942
    test:
        started: 05/16/2022 12:56:36:746337
        ended: 05/16/2022 12:56:46:885801
        batches: 11
        ave data points per batch/total: 26390.3/290293
        min/ave/max loss: 0.00000/0.00000/0.00000
        accuracy: 0.954 (277069/290293)
        micro: F1: 0.954, precision: 0.954, recall: 0.954
        macro: F1: 0.796, precision: 0.806, recall: 0.806
        weighted: F1: 0.955, precision: 0.959, recall: 0.954
train/test on models/glove300.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
pip install --no-binary :all: nmslib
2022-05-16 12:57:42,838[INFO]:zensols.deeplearn.model.executor.status resetting executor
2022-05-16 12:57:42,838[INFO]:zensols.deeplearn.model.facade training...
2022-05-16 12:57:42,846[INFO]:zensols.install.installer rename: False, path (/work/tmp/.cache/zensols/deepnlp/glove.6B.50d.txt) exists: True
2022-05-16 12:57:42,853[INFO]:zensols.deeplearn.model.executor.status batch iteration: gpu, limit: 9223372036854775807, caching: True, cached: 0
2022-05-16 12:57:42,853[INFO]:zensols.deeplearn.model.executor.status preparing datasets using iteration: gpu
2022-05-16 12:57:42,854[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for train
2022-05-16 12:57:42,859[INFO]:zensols.deeplearn.batch.stash loaded batch 11 (train) in 0s
2022-05-16 12:57:42,862[INFO]:zensols.deeplearn.batch.stash loaded batch 12 (train) in 0s
2022-05-16 12:57:42,866[INFO]:zensols.deeplearn.batch.stash loaded batch 13 (train) in 0s
2022-05-16 12:57:42,869[INFO]:zensols.deeplearn.batch.stash loaded batch 14 (train) in 0s
2022-05-16 12:57:42,873[INFO]:zensols.deeplearn.batch.stash loaded batch 15 (train) in 0s
2022-05-16 12:57:42,876[INFO]:zensols.deeplearn.batch.stash loaded batch 16 (train) in 0s
2022-05-16 12:57:42,879[INFO]:zensols.deeplearn.batch.stash loaded batch 17 (train) in 0s
2022-05-16 12:57:42,889[INFO]:zensols.deeplearn.batch.stash loaded batch 18 (train) in 0s
2022-05-16 12:57:42,893[INFO]:zensols.deeplearn.batch.stash loaded batch 19 (train) in 0s
2022-05-16 12:57:42,896[INFO]:zensols.deeplearn.batch.stash loaded batch 20 (train) in 0s
2022-05-16 12:57:42,900[INFO]:zensols.deeplearn.batch.stash loaded batch 21 (train) in 0s
2022-05-16 12:57:42,903[INFO]:zensols.deeplearn.batch.stash loaded batch 22 (train) in 0s
2022-05-16 12:57:42,906[INFO]:zensols.deeplearn.batch.stash loaded batch 23 (train) in 0s
2022-05-16 12:57:42,910[INFO]:zensols.deeplearn.batch.stash loaded batch 24 (train) in 0s
2022-05-16 12:57:42,913[INFO]:zensols.deeplearn.batch.stash loaded batch 25 (train) in 0s
2022-05-16 12:57:42,916[INFO]:zensols.deeplearn.batch.stash loaded batch 26 (train) in 0s
2022-05-16 12:57:42,920[INFO]:zensols.deeplearn.batch.stash loaded batch 27 (train) in 0s
2022-05-16 12:57:42,923[INFO]:zensols.deeplearn.batch.stash loaded batch 28 (train) in 0s
2022-05-16 12:57:42,926[INFO]:zensols.deeplearn.batch.stash loaded batch 29 (train) in 0s
2022-05-16 12:57:42,930[INFO]:zensols.deeplearn.batch.stash loaded batch 30 (train) in 0s
2022-05-16 12:57:42,933[INFO]:zensols.deeplearn.batch.stash loaded batch 31 (train) in 0s
2022-05-16 12:57:42,936[INFO]:zensols.deeplearn.batch.stash loaded batch 32 (train) in 0s
2022-05-16 12:57:42,940[INFO]:zensols.deeplearn.batch.stash loaded batch 33 (train) in 0s
2022-05-16 12:57:42,943[INFO]:zensols.deeplearn.batch.stash loaded batch 34 (train) in 0s
2022-05-16 12:57:42,946[INFO]:zensols.deeplearn.batch.stash loaded batch 35 (train) in 0s
2022-05-16 12:57:42,949[INFO]:zensols.deeplearn.batch.stash loaded batch 36 (train) in 0s
2022-05-16 12:57:42,953[INFO]:zensols.deeplearn.batch.stash loaded batch 37 (train) in 0s
2022-05-16 12:57:42,956[INFO]:zensols.deeplearn.batch.stash loaded batch 38 (train) in 0s
2022-05-16 12:57:42,960[INFO]:zensols.deeplearn.batch.stash loaded batch 39 (train) in 0s
2022-05-16 12:57:42,963[INFO]:zensols.deeplearn.batch.stash loaded batch 40 (train) in 0s
2022-05-16 12:57:42,966[INFO]:zensols.deeplearn.batch.stash loaded batch 41 (train) in 0s
2022-05-16 12:57:42,970[INFO]:zensols.deeplearn.batch.stash loaded batch 42 (train) in 0s
2022-05-16 12:57:42,973[INFO]:zensols.deeplearn.batch.stash loaded batch 43 (train) in 0s
2022-05-16 12:57:42,976[INFO]:zensols.deeplearn.batch.stash loaded batch 44 (train) in 0s
2022-05-16 12:57:42,980[INFO]:zensols.deeplearn.batch.stash loaded batch 45 (train) in 0s
2022-05-16 12:57:42,983[INFO]:zensols.deeplearn.batch.stash loaded batch 46 (train) in 0s
2022-05-16 12:57:42,986[INFO]:zensols.deeplearn.batch.stash loaded batch 47 (train) in 0s
2022-05-16 12:57:42,990[INFO]:zensols.deeplearn.batch.stash loaded batch 48 (train) in 0s
2022-05-16 12:57:42,993[INFO]:zensols.deeplearn.batch.stash loaded batch 49 (train) in 0s
2022-05-16 12:57:42,996[INFO]:zensols.deeplearn.batch.stash loaded batch 50 (train) in 0s
2022-05-16 12:57:43,000[INFO]:zensols.deeplearn.batch.stash loaded batch 51 (train) in 0s
2022-05-16 12:57:43,003[INFO]:zensols.deeplearn.batch.stash loaded batch 52 (train) in 0s
2022-05-16 12:57:43,007[INFO]:zensols.deeplearn.batch.stash loaded batch 53 (train) in 0s
2022-05-16 12:57:43,010[INFO]:zensols.deeplearn.batch.stash loaded batch 54 (train) in 0s
2022-05-16 12:57:43,013[INFO]:zensols.deeplearn.batch.stash loaded batch 55 (train) in 0s
2022-05-16 12:57:43,017[INFO]:zensols.deeplearn.batch.stash loaded batch 56 (train) in 0s
2022-05-16 12:57:43,020[INFO]:zensols.deeplearn.batch.stash loaded batch 57 (train) in 0s
2022-05-16 12:57:43,023[INFO]:zensols.deeplearn.batch.stash loaded batch 58 (train) in 0s
2022-05-16 12:57:43,027[INFO]:zensols.deeplearn.batch.stash loaded batch 59 (train) in 0s
2022-05-16 12:57:43,030[INFO]:zensols.deeplearn.batch.stash loaded batch 60 (train) in 0s
2022-05-16 12:57:43,034[INFO]:zensols.deeplearn.batch.stash loaded batch 61 (train) in 0s
2022-05-16 12:57:43,037[INFO]:zensols.deeplearn.batch.stash loaded batch 62 (train) in 0s
2022-05-16 12:57:43,040[INFO]:zensols.deeplearn.batch.stash loaded batch 63 (train) in 0s
2022-05-16 12:57:43,043[INFO]:zensols.deeplearn.batch.stash loaded batch 64 (train) in 0s
2022-05-16 12:57:43,047[INFO]:zensols.deeplearn.batch.stash loaded batch 65 (train) in 0s
2022-05-16 12:57:43,050[INFO]:zensols.deeplearn.batch.stash loaded batch 66 (train) in 0s
2022-05-16 12:57:43,054[INFO]:zensols.deeplearn.batch.stash loaded batch 67 (train) in 0s
2022-05-16 12:57:43,057[INFO]:zensols.deeplearn.batch.stash loaded batch 68 (train) in 0s
2022-05-16 12:57:43,060[INFO]:zensols.deeplearn.batch.stash loaded batch 69 (train) in 0s
2022-05-16 12:57:43,063[INFO]:zensols.deeplearn.batch.stash loaded batch 70 (train) in 0s
2022-05-16 12:57:43,067[INFO]:zensols.deeplearn.batch.stash loaded batch 71 (train) in 0s
2022-05-16 12:57:43,070[INFO]:zensols.deeplearn.batch.stash loaded batch 72 (train) in 0s
2022-05-16 12:57:43,073[INFO]:zensols.deeplearn.batch.stash loaded batch 73 (train) in 0s
2022-05-16 12:57:43,077[INFO]:zensols.deeplearn.batch.stash loaded batch 74 (train) in 0s
2022-05-16 12:57:43,080[INFO]:zensols.deeplearn.batch.stash loaded batch 75 (train) in 0s
2022-05-16 12:57:43,083[INFO]:zensols.deeplearn.batch.stash loaded batch 76 (train) in 0s
2022-05-16 12:57:43,087[INFO]:zensols.deeplearn.batch.stash loaded batch 77 (train) in 0s
2022-05-16 12:57:43,090[INFO]:zensols.deeplearn.batch.stash loaded batch 78 (train) in 0s
2022-05-16 12:57:43,093[INFO]:zensols.deeplearn.batch.stash loaded batch 79 (train) in 0s
2022-05-16 12:57:43,097[INFO]:zensols.deeplearn.batch.stash loaded batch 80 (train) in 0s
2022-05-16 12:57:43,100[INFO]:zensols.deeplearn.batch.stash loaded batch 81 (train) in 0s
2022-05-16 12:57:43,103[INFO]:zensols.deeplearn.batch.stash loaded batch 82 (train) in 0s
2022-05-16 12:57:43,107[INFO]:zensols.deeplearn.batch.stash loaded batch 83 (train) in 0s
2022-05-16 12:57:43,111[INFO]:zensols.deeplearn.batch.stash loaded batch 84 (train) in 0s
2022-05-16 12:57:43,114[INFO]:zensols.deeplearn.batch.stash loaded batch 85 (train) in 0s
2022-05-16 12:57:43,117[INFO]:zensols.deeplearn.batch.stash loaded batch 86 (train) in 0s
2022-05-16 12:57:43,121[INFO]:zensols.deeplearn.batch.stash loaded batch 87 (train) in 0s
2022-05-16 12:57:43,124[INFO]:zensols.deeplearn.batch.stash loaded batch 88 (train) in 0s
2022-05-16 12:57:43,127[INFO]:zensols.deeplearn.batch.stash loaded batch 89 (train) in 0s
2022-05-16 12:57:43,131[INFO]:zensols.deeplearn.batch.stash loaded batch 90 (train) in 0s
2022-05-16 12:57:43,215[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for validation
2022-05-16 12:57:43,219[INFO]:zensols.deeplearn.batch.stash loaded batch 0 (validation) in 0s
2022-05-16 12:57:43,222[INFO]:zensols.deeplearn.batch.stash loaded batch 1 (validation) in 0s
2022-05-16 12:57:43,225[INFO]:zensols.deeplearn.batch.stash loaded batch 2 (validation) in 0s
2022-05-16 12:57:43,229[INFO]:zensols.deeplearn.batch.stash loaded batch 3 (validation) in 0s
2022-05-16 12:57:43,232[INFO]:zensols.deeplearn.batch.stash loaded batch 4 (validation) in 0s
2022-05-16 12:57:43,237[INFO]:zensols.deeplearn.batch.stash loaded batch 5 (validation) in 0s
2022-05-16 12:57:43,240[INFO]:zensols.deeplearn.batch.stash loaded batch 6 (validation) in 0s
2022-05-16 12:57:43,244[INFO]:zensols.deeplearn.batch.stash loaded batch 7 (validation) in 0s
2022-05-16 12:57:43,247[INFO]:zensols.deeplearn.batch.stash loaded batch 8 (validation) in 0s
2022-05-16 12:57:43,250[INFO]:zensols.deeplearn.batch.stash loaded batch 9 (validation) in 0s
2022-05-16 12:57:43,251[INFO]:zensols.deeplearn.batch.stash loaded batch 10 (validation) in 0s
2022-05-16 12:57:43,262[INFO]:zensols.deeplearn.model.executor.status loaded 91 batches in 0s
2022-05-16 12:57:43,262[INFO]:zensols.deeplearn.model.executor.status train/test sets: 80 11
2022-05-16 12:57:43,479[INFO]:zensols.deeplearn.model.executor.status created model on cpu with use cuda: True, device: cuda:0
2022-05-16 12:57:43,590[INFO]:zensols.deeplearn.model.executor.status training model <class 'zensols.deepnlp.layer.embrecurcrf.EmbeddedRecurrentCRF'> on cuda:0 for 100 epochs using learning rate 0.01
2022-05-16 12:57:43,591[INFO]:zensols.deeplearn.model.executor.progress watching update file data/model/update.json
2022-05-16 13:04:50,735[INFO]:zensols.deeplearn.model.executor.status epoch 0/100: tr: 6e+05|va min:   inf|va: 1e+05|lr:  0.01 \/
2022-05-16 13:04:53,174[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 2s
2022-05-16 13:04:53,200[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:04:53,201[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:04:53,627[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 13:12:00,529[INFO]:zensols.deeplearn.model.executor.status epoch 1/100: tr: 2e+05|va min: 1e+05|va: 78763|lr:  0.01 \/
2022-05-16 13:12:05,662[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 13:12:05,869[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:12:05,870[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:12:06,936[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 13:19:13,451[INFO]:zensols.deeplearn.model.executor.status epoch 2/100: tr: 74146|va min: 78763|va: 62155|lr:  0.01 \/
2022-05-16 13:19:18,603[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 13:19:18,824[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:19:18,825[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:19:20,305[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 13:26:25,156[INFO]:zensols.deeplearn.model.executor.status epoch 3/100: tr: 51642|va min: 62155|va: 38480|lr:  0.01 \/
2022-05-16 13:26:30,292[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 13:26:30,554[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:26:30,554[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:26:32,437[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 13:33:39,429[INFO]:zensols.deeplearn.model.executor.status epoch 4/100: tr: 39337|va min: 38480|va: 37039|lr:  0.01 \/
2022-05-16 13:33:44,562[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 13:33:44,864[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:33:44,865[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:33:47,064[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 13:40:53,846[INFO]:zensols.deeplearn.model.executor.status epoch 5/100: tr: 29057|va min: 37039|va: 40096|lr:  0.01 /\
2022-05-16 13:47:59,725[INFO]:zensols.deeplearn.model.executor.status epoch 6/100: tr: 25427|va min: 37039|va: 34036|lr:  0.01 \/
2022-05-16 13:48:04,865[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 13:48:05,203[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:48:05,203[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:48:08,198[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 13:55:15,153[INFO]:zensols.deeplearn.model.executor.status epoch 7/100: tr: 19782|va min: 34036|va: 30605|lr:  0.01 \/
2022-05-16 13:55:20,296[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 13:55:20,655[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 13:55:20,655[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 13:55:24,112[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 14:02:32,103[INFO]:zensols.deeplearn.model.executor.status epoch 8/100: tr: 17329|va min: 30605|va: 28051|lr:  0.01 \/
2022-05-16 14:02:37,221[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 14:02:37,606[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 14:02:37,606[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 14:02:41,389[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 14:09:49,326[INFO]:zensols.deeplearn.model.executor.status epoch 9/100: tr: 13589|va min: 28051|va: 27728|lr:  0.01 \/
2022-05-16 14:09:54,450[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 14:09:54,856[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 14:09:54,857[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 14:09:59,106[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 14:17:04,523[INFO]:zensols.deeplearn.model.executor.status epoch 10/100: tr: 11871|va min: 27728|va: 28223|lr:  0.01 /\
2022-05-16 14:24:11,038[INFO]:zensols.deeplearn.model.executor.status epoch 11/100: tr: 10238|va min: 27728|va: 21322|lr:  0.01 \/
2022-05-16 14:24:16,172[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 14:24:16,657[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 14:24:16,658[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 14:24:21,969[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 14:31:29,899[INFO]:zensols.deeplearn.model.executor.status epoch 12/100: tr:8285.7|va min: 21322|va: 22432|lr:  0.01 /\
